timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
9.30,-2.6488,9.5386,-2.0613,-4.2439,-1.1279,3.7225
25.80,-2.5810,9.6518,-2.0570,-6.2191,-2.2597,3.2430
41.40,-2.4740,9.5716,-2.0382,-9.1309,-2.6747,3.1052
58.20,-2.0863,9.4563,-2.0213,-15.7705,-3.4692,3.7237
74.60,-2.2235,9.3286,-1.9192,-22.1114,-3.7401,3.7961
91.40,-2.3595,9.1959,-1.9284,-14.4119,-3.0815,1.4563
107.90,-2.3362,9.3045,-2.2131,-5.1850,-2.5412,-3.0279
124.60,-2.2550,9.3270,-2.1774,-1.7089,-2.2607,-7.0504
141.80,-2.1048,9.3677,-1.9175,-6.9505,-1.7165,-8.1409
158.20,-2.3122,9.4273,-1.9077,-16.0599,-1.2936,-7.1872
174.80,-2.3909,9.4079,-1.9065,-28.5824,-2.4261,-5.7941
191.70,-2.4152,9.4035,-2.3981,-55.7027,-7.0660,-3.8622
207.90,-2.3413,9.3274,-2.7583,-65.7088,-9.3363,-7.5433
224.70,-2.1612,9.3961,-2.8640,-70.7856,-9.7311,-12.8876
241.30,-2.1582,9.4220,-3.1030,-78.3872,-10.0780,-18.5876
258.00,-2.2848,9.5143,-3.4711,-95.8140,-14.3625,-23.5358
275.80,-2.5372,10.1453,-4.7776,-125.9859,-27.9044,-27.3897
294.10,-2.9662,9.9941,-6.4015,-216.6002,-67.1935,-34.0091
308.30,-3.7202,9.4958,-8.9694,-252.9977,-100.6201,-48.8646
324.80,-4.5320,8.7194,-10.7514,-281.8650,-142.6396,-71.4129
342.00,-4.6216,7.4305,-12.7216,-305.3868,-195.4344,-99.5639
360.50,-6.6731,3.9546,-12.3362,-286.9106,-293.5546,-127.8744
374.90,-9.5252,1.6177,-9.4060,-261.4956,-348.2707,-148.8868
391.60,-9.9978,0.8133,-6.7463,-208.4355,-390.3562,-154.4334
408.10,-9.8985,0.6118,-5.5223,-116.9706,-377.7762,-144.5439
424.70,-9.3825,0.2907,-4.3467,-60.5956,-357.1046,-136.4284
441.30,-9.0298,-0.1374,-4.4423,-21.4834,-335.8972,-131.9066
458.00,-9.1035,-1.4619,-3.1623,9.3570,-330.7433,-121.9079
474.80,-9.4069,-1.7974,-0.0985,30.7052,-307.4660,-107.6672
491.40,-10.0472,-2.2144,6.7934,60.7194,-254.0498,-87.2552
510.30,-9.2199,-2.2857,5.8068,37.8914,-148.6990,-37.4533
524.60,-8.2596,-2.7193,3.7154,31.7563,-134.6072,-16.7575
541.60,-7.9168,-3.5255,1.2264,31.4396,-128.5529,-8.2408
558.30,-7.9101,-4.1748,-0.0417,33.8975,-122.8875,-7.0765
575.00,-7.9258,-3.6748,0.3122,33.3335,-114.9198,-4.9595
591.70,-8.4210,-3.1239,1.2199,23.8442,-94.5020,-1.5952
608.00,-8.1605,-4.0408,0.4771,2.5826,-65.3883,-1.9862
625.20,-7.8557,-5.5470,-0.7199,-19.5712,-31.5727,-12.0832
641.50,-7.7772,-6.9176,-0.9548,-9.2914,-31.5533,-17.2974
658.20,-8.3555,-7.0273,0.3060,8.0782,-35.8395,-13.9404
674.80,-8.8443,-5.8225,1.7138,21.3987,-40.1390,-1.8450
691.50,-8.9614,-3.6482,1.3543,20.7632,-26.9564,2.8900
708.10,-8.6590,-3.8769,0.6491,10.6158,-10.7475,1.2552
725.60,-8.6724,-4.0876,0.5400,-0.9581,2.4871,-7.8941
741.40,-8.8864,-4.3055,0.8685,1.6474,-0.1377,-7.4651
758.20,-9.1608,-4.1165,1.6352,4.5873,0.4863,-3.8066
774.80,-9.4493,-4.1573,1.9252,7.1259,7.3343,-0.0282
791.40,-9.5956,-3.5662,2.2038,6.6486,16.0662,4.4568
808.20,-9.3115,-2.4375,0.9671,3.9025,22.9210,10.1419
825.20,-9.1212,-2.2875,-0.5578,-2.9358,21.1864,10.0289
841.50,-9.1928,-2.1028,-1.0962,-5.3159,18.3275,3.4562
858.30,-9.4717,-1.8855,-0.5584,-9.1513,19.2673,-1.3974
874.90,-9.8658,-2.1680,0.1231,-13.3457,27.8513,-2.8943
891.60,-9.9877,-2.0898,0.5734,-16.6467,34.8008,0.0276
908.90,-9.7472,-2.6018,-0.6875,-15.2462,32.9363,5.0123
924.80,-9.5911,-2.3982,-1.1956,-9.4120,23.5363,8.3615
941.40,-9.5291,-1.6956,-1.1190,-3.4434,10.2930,5.7816
958.20,-9.5397,-1.3742,-0.8280,-9.0898,15.9405,1.5085
974.80,-9.6919,-1.5092,-0.5560,-16.5924,29.2035,-3.1669
991.60,-9.6232,-1.4221,0.2054,-23.5537,38.1010,-3.6976
1008.50,-9.2573,-2.0153,0.2842,-27.8524,43.3154,-2.1954
1024.80,-9.1575,-2.2613,0.2589,-29.6222,43.1323,-0.6501
1041.80,-9.0763,-2.4857,0.5494,-33.8302,45.1092,1.8073
1058.20,-9.1704,-2.4660,1.3278,-38.5110,57.0058,3.1210
1075.20,-9.0727,-2.3089,2.0506,-45.8020,72.9375,6.1777
1091.50,-9.0137,-2.3322,2.5696,-53.1175,89.6481,10.4423
1108.50,-8.8461,-2.4107,2.7793,-60.2296,110.0714,13.2324
1125.30,-8.8189,-2.6970,2.5795,-57.1344,124.3007,10.8850
1141.40,-8.9494,-2.7357,2.7285,-54.1849,131.7775,12.4158
1158.20,-9.1407,-1.9291,3.3085,-50.6268,165.2148,15.2247
1175.00,-8.9266,-0.4220,3.6327,-48.2227,197.9225,13.2637
1193.40,-8.3906,0.7939,3.6643,-48.0412,236.9870,10.7401
1208.10,-8.3243,0.7118,2.9272,-42.0020,274.1823,3.8714
1225.10,-9.6245,-0.6439,0.8569,-4.6037,298.4473,-13.6220
1241.60,-10.8474,-1.6574,-0.8580,19.7968,304.3738,-23.0462
1258.30,-11.2946,-0.7329,-0.6965,53.3349,265.3242,-22.4892
1274.60,-10.8908,0.6944,-0.1685,71.7964,240.9597,-11.6859
1291.50,-10.4214,1.8928,0.2493,85.6094,225.9330,0.5715
1308.30,-10.1190,2.5650,-0.2563,103.4123,222.1486,7.6361
1325.30,-10.0515,2.9119,-1.2400,125.5407,220.6642,10.3182
1341.50,-9.8836,2.9101,-4.4650,155.4213,199.0863,15.1421
1358.50,-9.8104,3.1265,-5.9051,144.1533,153.9530,11.1818
1375.00,-10.2968,3.8431,-5.8775,138.3726,122.3480,8.6744
1391.40,-9.5428,5.0691,-4.5879,143.1956,104.3359,4.6947
1408.30,-8.0691,6.2036,-3.4575,156.1348,98.4247,0.6614
1424.80,-6.7575,7.0412,-3.2105,178.7997,104.0431,-3.2535
1441.70,-5.9943,7.1560,-4.8030,193.4710,93.1237,-0.1382
