timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
9.10,-0.9536,9.7976,-1.5192,-1.7836,1.4860,1.8763
15.50,-0.9536,9.7976,-1.5192,4.5051,-0.5688,-2.6059
32.00,-0.8778,9.7967,-1.2264,7.0199,-1.7722,-3.9738
48.60,-0.7218,9.7959,-0.9162,3.7185,-1.7878,-1.3064
65.30,-0.3871,9.6991,-1.0575,-1.7036,-1.2036,3.0032
82.10,-0.3467,9.7030,-1.3274,-4.3633,-0.1260,5.4695
98.50,-0.5035,9.7074,-1.7271,2.5369,-0.4926,0.6490
115.30,-0.5085,9.6095,-1.6152,5.3659,-1.1561,-2.8776
132.10,-0.4361,9.6102,-1.2901,4.0907,-0.7558,-3.8659
148.70,-0.4642,9.6089,-0.9865,0.4774,0.7183,-1.9458
165.40,-0.5812,9.6067,-1.0120,-3.1567,1.2901,0.1757
182.00,-0.5978,9.6054,-1.0143,-4.4290,1.4703,1.3122
198.70,-0.5534,9.6080,-1.2123,2.7822,0.9107,-0.4121
215.40,-0.5536,9.7077,-1.2138,2.8214,0.9181,-1.4166
232.00,-0.4682,9.6074,-1.0994,0.4158,2.1075,-0.8339
248.70,-0.4837,9.6061,-1.0049,-2.1842,3.0912,0.4286
265.30,-0.6809,9.6017,-1.1631,-3.1498,3.0838,0.7865
282.00,-0.6501,9.6011,-1.3732,-1.3677,2.5936,0.3206
298.70,-0.5620,9.6013,-1.1657,4.4704,2.2188,-3.8083
315.40,-0.5912,9.5997,-0.9781,4.0373,3.2128,-3.6754
332.00,-0.6171,9.5987,-0.7026,2.0097,3.7986,-1.4498
348.70,-0.7459,9.6956,-0.6476,0.1313,4.4061,1.2077
365.40,-0.8064,9.6918,-0.9790,-0.0466,4.6186,2.5839
382.50,-0.7322,9.7882,-1.3944,1.6720,4.4157,1.7987
398.90,-0.7386,9.8896,-1.2130,5.2892,3.8790,-1.0425
415.30,-0.7662,9.9898,-1.0327,4.0858,3.9966,0.3917
432.00,-0.8470,9.9889,-1.0699,2.1403,3.8350,2.9483
448.90,-0.9165,10.0836,-1.3042,0.9432,2.7682,4.3159
465.30,-0.9523,10.0786,-1.6296,1.6267,1.0549,3.6347
482.10,-0.8100,10.0795,-1.7110,2.8692,0.1080,1.8264
498.60,-0.8386,10.0830,-1.5130,4.2497,-0.9347,-0.0780
515.30,-0.8313,10.1846,-1.4289,2.0903,-2.7946,1.4700
532.00,-0.7362,10.0852,-1.4021,0.7541,-3.5571,3.0031
548.60,-0.6073,9.9833,-1.5702,0.6283,-3.9483,3.7969
565.20,-0.5770,9.8848,-1.7399,0.1657,-4.3593,3.4219
582.00,-0.5294,9.7905,-1.8990,-0.7938,-4.9727,2.2566
598.70,-0.4586,9.7021,-1.8107,-1.7323,-4.6876,1.1515
615.30,-0.2601,9.7079,-1.7402,-2.1837,-4.7865,0.1442
632.00,-0.1971,9.6132,-1.5869,-2.0036,-4.2750,-2.1749
648.70,-0.2152,9.6172,-1.4568,-2.8064,-3.9648,-2.2146
665.50,-0.2333,9.6202,-1.3293,-4.2144,-3.5614,-1.6387
682.00,-0.2379,9.6238,-1.3023,-6.4773,-3.0639,-0.7793
698.70,-0.2927,9.6298,-1.3571,-8.0806,-2.3277,-0.1254
715.40,-0.2787,9.6350,-1.4350,-8.0694,-2.1124,-0.8322
732.30,-0.4252,9.6331,-1.3392,-6.4998,-2.0446,-4.2429
748.90,-0.2630,9.6300,-1.0972,-6.3162,-1.7238,-4.8025
765.40,-0.2339,9.6249,-0.8750,-6.1029,-0.7524,-4.3138
782.20,-0.3538,9.6241,-0.8840,-7.0694,0.1021,-3.4005
798.70,-0.5925,9.7217,-1.0134,-8.7440,1.2283,-3.1848
815.30,-0.6898,9.7184,-1.0477,-8.1478,1.3494,-3.8043
831.90,-0.9371,9.9056,-0.9062,-6.5226,0.5858,-5.1916
848.90,-0.9837,9.8963,-0.7449,-7.0822,-0.6763,-4.0626
865.30,-0.9006,9.7943,-0.7623,-7.7964,-1.4387,-2.5310
