timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
9.20,-3.7126,8.6927,-2.8485,-2.5928,-1.2602,7.1763
26.00,-3.7388,8.7554,-3.2717,2.2201,-0.7745,2.5945
42.50,-3.6300,8.8361,-2.7414,5.5915,-0.0741,-1.6094
59.10,-3.8414,8.9144,-2.2797,3.4813,-1.9242,-2.0119
75.80,-3.7710,8.9443,-2.1678,1.3401,-3.5218,0.6485
92.40,-3.4728,8.9427,-2.0757,-0.3347,-3.6871,2.4523
109.40,-3.2458,8.9116,-2.0949,2.6061,-1.4346,2.2561
125.80,-3.5237,8.9170,-2.3262,6.5352,0.2829,0.5308
142.50,-3.4713,8.9238,-2.5091,7.1171,0.3055,-1.4946
159.10,-3.5527,9.0388,-2.0998,3.3965,0.2961,-1.6051
175.90,-3.7110,8.8825,-2.1329,-1.4219,-0.5973,0.6569
192.50,-3.7104,8.8803,-2.1433,2.1913,-0.7688,0.4211
209.30,-3.5263,8.9394,-2.1053,7.9999,0.6554,-0.0527
225.80,-3.3849,8.9748,-2.2684,9.2585,1.4925,-0.8619
242.60,-3.1532,9.0513,-2.2958,6.8915,1.8128,-0.6935
259.20,-2.8461,9.0257,-2.6166,4.6822,2.4986,-0.7773
275.90,-2.9349,9.0019,-2.6986,2.3019,3.8747,-2.8299
293.30,-3.2178,9.0137,-2.8530,4.2218,8.5565,-11.5105
309.20,-3.2109,8.9229,-2.6537,7.4954,12.1814,-16.0848
325.80,-3.4051,8.9583,-2.7303,8.8847,16.3787,-19.4407
342.60,-4.2403,8.8732,-3.1837,8.1558,18.4421,-22.8009
359.40,-6.6265,8.8006,-4.0148,4.1959,16.8920,-26.0197
376.60,-8.4580,8.9626,-4.2807,2.0320,2.3411,-32.9047
392.60,-10.3796,8.8996,-4.3726,5.5892,-14.2936,-33.6901
409.20,-12.3652,9.0343,-4.4085,8.0371,-38.3340,-32.0925
426.00,-13.3397,9.2117,-3.6341,11.5975,-66.0680,-28.5526
442.80,-14.4859,9.3523,-2.7427,15.8167,-97.9271,-20.3905
459.40,-12.4657,8.6991,-1.4113,14.4948,-134.0959,-17.9305
476.10,-12.9169,8.7186,-0.8660,12.6046,-163.5409,-18.2939
492.70,-12.6092,8.1669,0.1959,38.6987,-219.9807,-28.9653
509.30,-10.6066,7.5594,1.0513,64.9344,-238.7013,-48.0404
526.00,-8.2139,7.0908,1.3238,79.3854,-249.2393,-69.8591
542.60,-5.5898,6.5609,1.6119,86.8528,-253.6555,-81.1831
559.50,-4.7823,6.5487,1.3583,90.4130,-249.5310,-106.0219
576.20,-0.1770,5.5548,2.1006,82.2362,-236.3571,-149.7984
592.70,1.3434,5.2450,2.0845,81.1950,-211.7720,-167.7909
609.40,1.3679,4.9986,1.9270,77.4947,-196.2012,-185.5992
626.00,2.7772,4.5858,1.1949,72.2761,-177.2794,-201.9744
642.70,3.3533,4.1830,0.9097,71.7657,-153.2292,-216.2963
659.50,3.3919,3.9600,0.1521,68.3989,-132.4314,-232.5745
675.90,7.0260,2.9656,-1.3456,40.7173,-104.4096,-243.8697
692.80,8.3674,2.7165,-1.9819,28.6420,-82.0847,-239.3142
709.50,8.7793,2.9519,-3.2218,35.7186,-32.0812,-218.6493
725.90,8.5150,3.4389,-4.0285,33.7805,-0.4835,-208.0451
742.70,8.5760,3.5567,-5.1625,22.5459,18.8567,-192.8223
759.50,8.7169,2.9816,-5.8400,19.7637,28.5887,-178.3657
776.30,8.8722,3.0927,-7.5159,19.7083,43.8678,-169.3119
792.90,11.8420,3.2946,-10.1535,23.3986,55.1518,-156.4003
809.50,13.0873,3.0204,-11.4214,23.6171,40.8983,-97.0743
826.00,13.4943,2.9925,-11.5775,31.9600,33.0585,-64.1895
842.60,13.3632,3.4432,-11.2281,39.5723,24.1439,-33.6544
859.50,12.8654,3.7436,-10.3289,44.2093,16.9539,-6.6812
876.10,12.0303,4.2859,-8.8636,42.6483,10.6972,14.5989
892.70,10.9390,4.5305,-6.1044,38.2542,3.8927,30.2953
909.60,11.4536,4.3813,-5.7514,24.4199,-9.9141,52.5973
926.10,11.8602,4.4399,-5.2719,21.5090,-16.5036,66.5745
942.60,11.2137,4.7443,-4.5689,15.8557,-21.4213,79.9956
959.20,10.6877,4.4665,-4.0736,5.5857,-28.8570,91.8490
976.20,10.4570,4.5488,-3.7656,0.3306,-31.4632,100.4915
992.80,11.3972,4.5350,-3.8141,-3.8778,-28.1403,110.6802
1009.30,11.7897,4.1915,-3.3638,-4.5084,-22.7939,124.9335
1026.10,12.6690,3.6379,-3.1957,5.1319,-12.4447,161.0626
1042.70,12.9915,3.6879,-2.6289,7.7876,-5.9758,189.6048
1059.20,12.0495,4.4980,-1.8490,-1.9370,0.7600,217.6306
1075.90,10.8586,5.1029,-1.3863,-26.3194,7.0682,244.3786
1092.80,8.4961,5.6761,-0.5470,-73.9541,16.2245,263.1527
1109.50,7.5101,4.8085,0.5709,-112.5874,13.7006,277.1791
1125.90,5.8156,4.0950,1.3563,-89.4008,47.3542,279.5133
1142.70,4.2281,4.7397,1.1826,-47.8280,96.6441,259.5639
1159.20,2.8383,5.7552,0.6723,-20.5502,146.3168,237.1348
1176.00,2.0929,6.5649,0.1086,-25.3244,179.7090,218.6597
1192.70,0.9980,7.1712,-0.4875,-60.2120,197.2276,201.6643
1209.20,0.3231,6.9978,-1.4889,-119.0992,217.0203,167.1077
1226.50,-4.9288,4.5848,0.1269,-127.5609,220.4790,139.5928
1242.60,-10.7444,5.3560,-1.0111,-76.4958,223.9880,92.7355
1259.40,-14.1039,6.8594,-2.0543,-35.0852,187.2833,45.4316
1275.90,-11.5855,7.5640,-1.8172,-23.5267,143.1450,15.7720
1293.30,-6.1718,7.1604,-0.2961,-30.5109,122.7122,7.6538
1309.20,-2.8531,6.8735,0.1570,-42.4930,132.3804,14.2310
1326.00,-9.2728,6.9853,-2.9106,-56.3105,141.6026,0.7337
1342.90,-12.4154,6.9172,-1.9110,-40.9367,96.2902,-9.4412
1359.40,-12.5644,7.0399,-0.8224,-19.5434,63.4242,-1.0331
1376.30,-10.6312,7.2706,-1.1117,-8.3114,38.3950,10.7351
1392.80,-9.2987,7.6222,-2.1740,-7.3019,26.2079,18.6617
1409.30,-5.2621,7.6575,-3.4760,-27.2658,23.4821,13.5616
1426.10,-6.4997,8.0426,-3.1623,-42.2078,24.8834,3.3912
1442.80,-8.9270,8.2641,-2.6349,-44.7603,26.6219,-3.0389
1459.40,-9.6222,8.3736,-2.8888,1.1574,10.5825,2.8654
1476.20,-8.1684,8.3229,-2.7324,6.9530,-3.2850,9.1107
1492.70,-5.9438,8.4293,-3.1461,1.3340,-9.6599,11.7045
1509.40,-4.1318,8.5720,-3.4277,-12.3648,-9.6411,8.2257
1526.00,-3.7451,8.7855,-2.6420,-19.3696,-2.3499,2.4093
1542.60,-4.7035,8.7276,-2.4324,-14.4979,8.0650,-3.3103
1559.40,-5.6472,8.5137,-2.8066,2.6489,12.7196,-4.8986
1576.20,-5.6862,8.3696,-2.8422,4.9215,6.9307,-1.8286
1592.70,-4.9810,8.2637,-3.2543,4.5516,4.5881,-0.9394
1609.60,-4.4008,8.2520,-3.3553,0.7538,4.4791,-2.0493
1626.00,-4.4279,8.2475,-3.2144,-1.5634,6.3959,-5.3158
1642.80,-4.8111,8.2181,-3.0441,-1.9585,8.5277,-7.4822
1659.20,-5.5495,8.1296,-3.0939,5.7153,8.3536,-4.6790
1676.00,-5.8197,8.0991,-3.2611,10.9321,3.5950,-0.1243
1692.90,-5.4068,7.9587,-3.7412,13.5707,-0.7547,1.9406
1709.50,-5.1609,8.0332,-3.8384,9.0376,-5.8326,3.2315
1727.00,-3.7659,8.5270,-0.6309,-1.9574,-13.1656,-6.5188
1743.30,-4.3719,8.3507,-2.4663,10.3941,-0.6052,5.5403
1759.70,-4.4280,8.5521,-2.4625,2.9845,3.8197,12.0288
1776.10,-4.5285,8.2550,-3.5054,-5.6110,0.2587,13.6029
1792.60,-4.5660,8.3013,-3.8380,-6.9094,-2.2959,12.6103
