timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
14.00,-1.7431,9.6785,-1.8914,1.3932,1.3199,0.6906
30.70,-1.6675,9.5762,-2.2150,4.6336,-0.6501,-1.4274
47.30,-1.6262,9.5772,-2.3266,14.0467,-2.8002,-6.6797
63.90,-1.4286,9.4954,-2.0994,22.3091,-4.1145,-11.7551
80.70,-1.5281,9.6063,-1.1503,24.1525,-5.0635,-13.7087
97.50,-1.2452,9.6319,-0.8098,22.4188,-6.1836,-12.2948
113.90,-1.0444,9.4488,-0.5731,8.9880,-2.3691,-2.0625
130.60,-0.6205,9.3701,-0.6823,1.2864,0.9120,2.5166
147.50,-0.4697,9.0776,-0.9150,-1.0827,4.3009,4.3715
164.00,-0.4872,8.8768,-1.3801,1.5086,6.8033,1.6427
180.60,-0.1359,8.3981,-1.4085,6.3632,9.1313,-3.1732
197.40,-0.2865,8.2888,-0.8620,10.3101,12.5515,-7.5935
213.90,-0.4217,8.1816,-0.6193,12.0542,16.2882,-8.4428
230.60,-0.1078,7.8964,-0.4191,1.9210,26.3469,-3.5851
247.30,-0.2961,7.7842,-0.4988,0.7359,32.6110,-2.4417
264.00,-0.5338,7.6541,-1.0002,6.9108,36.7549,-6.2133
280.70,-0.6926,7.5375,-1.0987,19.5779,38.4558,-13.8632
297.30,0.1381,6.9860,-0.5263,39.8139,39.3113,-26.3432
313.90,0.2553,6.9249,-0.0223,58.4949,40.4728,-39.2171
330.70,0.5535,7.1716,2.3835,96.8466,43.5706,-66.3753
349.80,0.5328,8.0410,3.9947,109.8835,43.2553,-75.4685
364.00,0.9354,9.1351,5.5691,115.6231,39.9091,-80.5008
380.60,1.7144,9.8755,5.8682,130.4703,36.5336,-78.0400
397.30,3.9007,10.8655,2.8750,150.1334,23.6718,-85.7968
414.00,5.1524,11.0581,1.8058,165.6880,14.6931,-101.0992
430.60,4.9137,12.3089,2.3592,204.3350,3.5002,-148.5661
